Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
Bonanova Park,"a 3,8 km del centro","Sarrià-Sant Gervasi, Barcelona",€ 516,"7,5",2 de 5,1.628 comentarios,https://www.booking.com/hotel/es/bonanovapark.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9039608_88181642_0_2_0&highlighted_blocks=9039608_88181642_0_2_0&matching_block_id=9039608_88181642_0_2_0&sr_pri_blocks=9039608_88181642_0_2_0__51630&from=searchresults#hotelTmpl,"Este hotel de gestión familiar se encuentra a 700 metros de la Universidad Politècnica de Catalunya y de los jardines del Palau Reial. El Bonanova Park ofrece habitaciones con aire acondicionado, WiFi gratuita y TV vía satélite de pantalla plana.

Las habitaciones del Bonanova Park presentan un diseño sencillo y funcional y cuentan con un reproductor de CD, minibar y baño privado con secador de pelo.

El desayuno buffet es variado y se sirve en la sala de desayunos del Bonanova Park. También hay numerosos bares y restaurantes en el encantador barrio de Sarrià, situado a 10 minutos a pie.

El Hotel Bonanova Park se halla a 1 km aproximadamente del centro comercial L'Illa Diagonal y a 15 minutos a pie del Camp Nou, el estadio del FC Barcelona. Además, la estación de metro de Maria Cristina queda a 500 metros y comunica directamente con el centro de la ciudad y con el centro de conferencias Palau de Congressos, ubicado a 2 paradas.

Hay aparcamiento privado cerca del hotel."
Gaudint Barcelona Suites,"a 3,6 km del centro","Horta-Guinardó, Barcelona",€ 730,"9,6",4 de 5,220 comentarios,https://www.booking.com/hotel/es/gaudint-barcelona-suites-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=62308601_355664225_2_2_0&highlighted_blocks=62308601_355664225_2_2_0&matching_block_id=62308601_355664225_2_2_0&sr_pri_blocks=62308601_355664225_2_2_0__73000&from=searchresults#hotelTmpl,"Estos apartamentos presentan una decoración moderna y se encuentran junto al parque Guinardó, a 20 minutos a pie del famoso parque Güell de Gaudí. El centro histórico de Barcelona está a menos de 10 minutos en transporte público.

El Gaudint Barcelona Suites ofrece apartamentos de 1 dormitorio doble con aire acondicionado y WiFi gratuita.

Estos apartamentos elegantes disponen de una zona de estar cómoda con TV de pantalla plana. La zona de cocina está equipada con microondas, cocina de gas, lavadora y lavavajillas. Algunos incluyen bañera de hidromasaje y otros, una pequeña piscina cubierta privada.

El Gaudint Barcelona Suites está bien comunicado con el centro de la ciudad mediante transporte público. La estación de metro Guinardó I Hospital de Sant Pau, la más cercana, se halla a menos de 5 minutos a pie.

En los alrededores hay supermercados, bares y restaurantes."
Vincci Mae,"a 2,1 km del centro","Sarrià-Sant Gervasi, Barcelona",€ 778,"8,5",4 de 5,2.879 comentarios,https://www.booking.com/hotel/es/vincci-mae.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=195646510_338644190_0_2_0&highlighted_blocks=195646510_338644190_0_2_0&matching_block_id=195646510_338644190_0_2_0&sr_pri_blocks=195646510_338644190_0_2_0__77830&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Vincci Mae, situado junto a la plaza Francesc Macià de Barcelona, ​​dispone de terraza con piscina pequeña y vistas fantásticas de la avenida Diagonal y la montaña del Tibidabo.

El Vincci Mae ofrece bar, restaurante, recepción 24 horas y WiFi gratuita en todas las instalaciones. Todos los días se ofrece un desayuno buffet variado.

Las habitaciones son elegantes y cuentan con una decoración sencilla y luminosa, aire acondicionado, TV de pantalla plana, hervidor y minibar. El elegante baño privado incluye ducha, artículos de aseo gratuitos y secador de pelo.

La Casa Batlló se encuentra a 1,6 km del Vincci Mae, mientras que La Pedrera está a 1,3 km. Se puede llegar a Plaza Catalunya en 20 minutos en transporte público."
Onix Fira,a 2 km del centro,"Eixample, Barcelona",€ 480,"7,7",3 de 5,3.885 comentarios,https://www.booking.com/hotel/es/onix.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9004901_0_2_0_0&highlighted_blocks=9004901_0_2_0_0&matching_block_id=9004901_0_2_0_0&sr_pri_blocks=9004901_0_2_0_0__48019&from=searchresults#hotelTmpl,"El Onix Fira ofrece una pequeña piscina en la azotea, aparcamiento privado y habitaciones insonorizadas en el centro de Barcelona, con vistas al parque Joan Miró. La animada plaza de España, que ofrece conexión directa con las Ramblas, está a 200 metros.

Todas las amplias habitaciones del Onix Fira son amplias y modernas y cuentan con WiFi gratuita, baño privado, caja fuerte, minibar y teléfono.

A 15 minutos a pie del Onix Fira Hotel hay varios restaurantes y bares.

Montjuïc y las fuentes mágicas están a menos de 10 minutos a pie del Fira. El autobús del aeropuerto y el Centro de Exposiciones Fira están a 200 metros."
Ikonik Anglí,"a 4,3 km del centro","Sarrià-Sant Gervasi, Barcelona",€ 520,"8,0",4 de 5,1.369 comentarios,https://www.booking.com/hotel/es/eurostars-angli.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9237514_93709554_2_2_0&highlighted_blocks=9237514_93709554_2_2_0&matching_block_id=9237514_93709554_2_2_0&sr_pri_blocks=9237514_93709554_2_2_0__52020&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este elegante hotel de diseño se encuentra en el bonito barrio residencial de Sarrià y ofrece una piscina al aire libre, una zona de jardín y vistas a la montaña del Tibidabo. También dispone de WiFi gratuita.

Las amplias habitaciones del Ikonik Anglí presentan un diseño minimalista y cuentan con ventanas grandes que dejan entrar mucha luz natural, así como aire acondicionado, TV de pantalla plana y baño moderno con una gran variedad de artículos de aseo.

Los huéspedes podrán disfrutar de un desayuno diario en la elegante sala de desayunos del Angli. Además, el barrio de Sarrià es conocido por sus fabulosas pastelerías. A 5 minutos a pie hay muchos bares populares. El hotel también ofrece salas de reuniones para celebrar eventos.

El Ikonik Anglí se encuentra a 600 metros de la estación de tren FGC de Sarrià, que ofrece conexiones directas con el centro de Barcelona, y a solo 10 minutos en tren de la plaza Cataluña. El aeropuerto más cercano es el de Barcelona-El Prat, ​​situado a 15 minutos en coche."
Exe Cristal Palace,a 450 m del centro,"Eixample, Barcelona",€ 670,"7,6",4 de 5,3.895 comentarios,https://www.booking.com/hotel/es/cristal.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9008202_378135202_2_2_0&highlighted_blocks=9008202_378135202_2_2_0&matching_block_id=9008202_378135202_2_2_0&sr_pri_blocks=9008202_378135202_2_2_0__67000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Exe Cristal Palace está muy bien situado junto al prestigioso paseo de Gracia, la principal zona comercial y uno de los lugares de interés más importantes de Barcelona. Todas las habitaciones del Exe Cristal Palace disponen de aire acondicionado, caja fuerte, TV vía satélite, minibar, escritorio y baño privado con secador de pelo y artículos de aseo.

Las habitaciones del Exe Cristal Palace tienen caja fuerte, minibar y suelo de madera. Están equipadas con escritorio. El baño privado incluye secador de pelo y artículos de aseo.

En el Exe Cristal Palace hay recepción 24 horas. Se facilita aparcamiento por un suplemento. El mostrador de información turística proporciona servicio de alquiler de coches. El hotel sirve un desayuno buffet variado, con una sección de productos saludables.

El desayuno buffet incluye una gran variedad de platos y una zona con zumos y cafés.

El hotel se encuentra a 5 minutos a pie de la plaza de Cataluña y la Casa Batlló."
Exe Laietana Palace,"a 0,9 km del centro","Ciutat Vella, Barcelona",€ 600,"7,8",4 de 5,1.671 comentarios,https://www.booking.com/hotel/es/laietanapalace.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9034215_93708807_2_2_0&highlighted_blocks=9034215_93708807_2_2_0&matching_block_id=9034215_93708807_2_2_0&sr_pri_blocks=9034215_93708807_2_2_0__60000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Exe Laietana Palace se encuentra en un edificio reformado de estilo neoclásico situado en la Vía Laietana de Barcelona, ​​junto a la antigua muralla romana. Las habitaciones cuentan con TV de pantalla plana vía satélite y duchas de hidromasaje.

Las elegantes habitaciones disponen de WiFi gratuita y de aire acondicionado. y lgunas ofrecen vistas a la muralla romana o techos inclinados de cristal. Todas incluyen una caja fuerte y minibar. El baño cuenta con secador de pelo.

El desayuno buffet se sirve de 07:30 a 10:30. También se ofrece servicio de habitaciones.

La recepción está abierta las 24 horas y el mostrador de información turística tiene servicio de alquiler de coches y bicicletas. El hotel está a 400 metros de la catedral de Barcelona y a 5 minutos a pie del moderno barrio del Born."
Hotel & Spa Villa Olimpica Suites,"a 2,2 km del centro","Sant Martí, Barcelona",€ 585,"8,0",4 de 5,3.422 comentarios,https://www.booking.com/hotel/es/spa-villa-olimpic-suites.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=4221208_0_2_0_0&highlighted_blocks=4221208_0_2_0_0&matching_block_id=4221208_0_2_0_0&sr_pri_blocks=4221208_0_2_0_0__58466&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel minimalista se encuentra en el barrio de Poble Nou de Barcelona, a 15 minutos a pie de la playa de Bogatell. Ofrece una piscina al aire libre de temporada rodeada de tarima de madera y tumbonas.

Las suites del Hotel & Spa Villa Olimpica Suites presentan una decoración monocromática y disponen de TV de pantalla plana. También tienen aire acondicionado y un baño moderno.

El resort Hotel & Spa Villa Olimpica Suites alberga un bar cafetería elegante y un restaurante. Se sirven menús del día y cocina mediterránea a la carta. En verano se puede comer en la terraza de la piscina. 

El hotel alberga un spa grande, disponible por un suplemento. Incluye una piscina terapéutica cubierta, sauna finlandesa, baños turcos, jacuzzis, varios tipos de ducha y una fuente de hielo. También hay un gimnasio.

Este hotel está situado a 15 minutos a pie del puerto de Barcelona y a 100 metros de la estación de metro Bogatell. La animada zona de la Villa Olímpica queda a 5 minutos a pie.

Todas las habitaciones incluyen 1 acceso gratuito por persona y estancia al spa del hotel (sujeto a disponibilidad y previa reserva)."
Hostal Las Flores Ramblas,"a 0,7 km del centro","Ciutat Vella, Barcelona",€ 692,"8,2",2 de 5,1.365 comentarios,https://www.booking.com/hotel/es/hostal-las-flores.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=27593501_88496823_2_0_0&highlighted_blocks=27593501_88496823_2_0_0&matching_block_id=27593501_88496823_2_0_0&sr_pri_blocks=27593501_88496823_2_0_0__69155&from=searchresults#hotelTmpl,"Este céntrico hotel se encuentra en Las Ramblas de Barcelona, junto a la estación de metro de Liceu y a 50 metros del mercado de la Boquería. Ofrece habitaciones con aire acondicionado, conexión inalámbrica a internet gratuita y TV de pantalla plana.

Cerca del Hostal Las Flores Ramblas encontrará aparcamiento público. La estupenda ubicación de este hostal le permitirá desplazarse a pie a los principales lugares de interés de la ciudad.

La catedral de Barcelona está a 5 minutos a pie y la Sagrada Familia de Gaudí se encuentra a 10 minutos en metro o autobús.

Las Flores ofrece servicio de recepción las 24 horas, lo que le permitirá disfrutar de la vida nocturna del centro de Barcelona. Este hostal también ofrece guardaequipaje y mostrador de información turística."
NH Barcelona Stadium,"a 3,7 km del centro","Les Corts, Barcelona",€ 588,"8,2",4 de 5,3.064 comentarios,https://www.booking.com/hotel/es/nh-barcelona-stadium.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9096502_93709151_0_2_0&highlighted_blocks=9096502_93709151_0_2_0&matching_block_id=9096502_93709151_0_2_0&sr_pri_blocks=9096502_93709151_0_2_0__58801&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El moderno NH Barcelona Stadium ofrece vistas al Camp Nou y a la avenida Diagonal, proporciona conexión WiFi gratuita y alberga un gimnasio, así como una piscina de temporada en la azotea. Sus habitaciones incluyen aire acondicionado, TV de pantalla plana vía satélite, minibar y carta de almohadas.

El NH Barcelona Stadium Hotel tiene un solárium de temporada con tumbonas y magníficas vistas sobre Barcelona en dirección a Montjuic.

El establecimiento alberga el restaurante Acanto, que sirve un desayuno buffet variado y almuerzos a la carta. También cuenta con una cafetería en el vestíbulo, que abre todos los días hasta la medianoche. El restaurante permanece cerrado durante los meses de verano.

La estación de metro de Les Corts, ubicada a solo 5 minutos a pie, enlaza con el centro histórico de Barcelona. El establecimiento se encuentra a 10 minutos, también a pie, de la avenida Diagonal y a 1,5 km de la estación de Sants.

El centro de congresos Fira de Barcelona y el aeropuerto de Barcelona-El Prat se hallan a 10 minutos en coche."
Mesón Castilla Atiram Hotels,a 400 m del centro,"Ciutat Vella, Barcelona",€ 571,"8,0",3 de 5,2.346 comentarios,https://www.booking.com/hotel/es/atirammesoncastilla.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9099402_0_2_0_0&highlighted_blocks=9099402_0_2_0_0&matching_block_id=9099402_0_2_0_0&sr_pri_blocks=9099402_0_2_0_0__57074&from=searchresults#hotelTmpl,"El Mesón Castilla está situado en el centro de Barcelona, a solo 100 metros de Las Ramblas y la Plaça Catalunya. El hotel ofrece conexión Wi-Fi gratuita y una bonita terraza jardín donde se puede desayunar.

Las habitaciones del Mesón Castilla disponen de camas decoradas. Algunas tienen balcón privado. Todas cuentan con aire acondicionado y baño privado con secador de pelo.

El hotel ofrece recepción abierta las 24 horas. En el mostrador de información turística se pueden organizar excursiones y alquilar coches. Hay cajas fuertes disponibles en la recepción por un suplemento.

Este hotel se encuentra a 5 minutos a pie del Museo de Arte Moderno de Barcelona. El Barrio Gótico, donde se encuentra la catedral y numerosos bares, está a 10 minutos a pie."
Feelathome Plaza Apartments,"a 2,7 km del centro","Sants-Montjuïc, Barcelona",€ 687,"8,3",4 de 5,1.666 comentarios,https://www.booking.com/hotel/es/feelathome-plaza-apartments.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=101541505_91476545_2_0_0&highlighted_blocks=101541505_91476545_2_0_0&matching_block_id=101541505_91476545_2_0_0&sr_pri_blocks=101541505_91476545_2_0_0__68685&from=searchresults#hotelTmpl,"El Feelathome Plaza Apartments ofrece apartamentos con conexión Wi-Fi gratuita y calefacción. Los apartamentos están a 100 metros de la estación de metro de Hostafrancs y a 650 metros de la Plaza España y del centro de congresos Fira de Barcelona.

Los apartamentos presentan una decoración elegante e incluyen zona de estar, TV de pantalla plana con canales vía satélite y reproductor de DVD. La mayoría de los apartamentos disponen de balcón o terraza y todos tienen acceso a una terraza en la azotea de uso común con vistas a la zona.

Los apartamentos tienen zona de comedor y cocina equipada con lavadora, horno y cafetera, así como baño con ducha. La ropa de cama y las toallas están incluidas.

Hay varios restaurantes y tiendas a 3 minutos a pie del establecimiento. Los apartamentos están a 3 km de la Plaza de Cataluña y del centro de Barcelona. La estación de tren de Sants se halla a 10 minutos a pie del establecimiento."
Hostal Felipe 2,"a 1,2 km del centro","Eixample, Barcelona",€ 361,"7,2",2 de 5,1.779 comentarios,https://www.booking.com/hotel/es/felipe-2.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9235623_326334611_0_0_0&highlighted_blocks=9235623_326334611_0_0_0&matching_block_id=9235623_326334611_0_0_0&sr_pri_blocks=9235623_326334611_0_0_0__36130&from=searchresults#hotelTmpl,"El Hostal Felipe 2 está situado en un edificio modernista junto a la avenida Diagonal, a menos de 5 minutos a pie de la estación de metro Verdaguer. Este hostal ofrece conexión Wi-Fi gratuita en todas las zonas.

Las habitaciones del hostal Felipe son luminosas y disponen de suelo de madera y TV. Los baños pueden ser privados o compartidos. La mayoría de las habitaciones tienen aire acondicionado y calefacción, y algunas cuentan con balcón. Se proporcionan toallas y ropa de cama.

El establecimiento cuenta con una zona de ordenadores que abre por las tardes. En la recepción hay consigna de equipaje y cajas fuertes.

En los alrededores del establecimiento Felipe 2 hay numerosos restaurantes y tiendas. La famosa Sagrada Familia queda a solo 10 minutos a pie y el paseo de Gracia y La Pedrera de Gaudí, a menos de 1 km.

El establecimiento se encuentra a 20 minutos en metro de la plaza de Cataluña y de Las Ramblas, y a menos de 3 km de la estación de trenes de Sants y de la estación de autobuses de Nord."
Ilunion Almirante,"a 0,5 km del centro","Ciutat Vella, Barcelona",€ 598,"7,4",4 de 5,3.851 comentarios,https://www.booking.com/hotel/es/almirante.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9005002_0_2_0_0&highlighted_blocks=9005002_0_2_0_0&matching_block_id=9005002_0_2_0_0&sr_pri_blocks=9005002_0_2_0_0__59846&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel elegante se encuentra entre el Barrio Gótico y el barrio de moda de El Born y cuenta con centro de fitness y WiFi gratuita en todas las instalaciones.

El Ilunion Almirante queda a 200 metros de la catedral de Barcelona, a 10 minutos a pie de las famosas Ramblas y a 300 metros de la estación de metro Jaume I.

Las habitaciones disponen de mobiliario de madera, baño privado con acabados de mármol, TV de pantalla plana grande con canales vía satélite, caja fuerte y minibar.

Este hotel cuenta con un certificado oficial por sus instalaciones para personas con movilidad reducida. Ofrece habitaciones adaptadas para personas con discapacidad, entre ellas visual o auditiva.

El Ilunion Almirante alberga una elegante sala de desayunos donde se sirve un desayuno a la carta cada día. El servicio de habitaciones está disponible en horario limitado.

Este hotel está adaptado para personas con movilidad reducida."
Chic & Basic Velvet,"a 1,9 km del centro","Eixample, Barcelona",€ 533,"8,1",3 de 5,3.224 comentarios,https://www.booking.com/hotel/es/santangelo-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=9096613_88190298_0_2_0&highlighted_blocks=9096613_88190298_0_2_0&matching_block_id=9096613_88190298_0_2_0&sr_pri_blocks=9096613_88190298_0_2_0__53271&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este moderno hotel presenta una decoración de la década de 1950 y ofrece habitaciones con aire acondicionado, WiFi gratuita y TV de pantalla plana vía satélite. La plaza Espanya de Barcelona está a 8 minutos a pie.

Las habitaciones del Chic & Basic Velvet presentan una decoración elegante con suelo de parquet e incluyen baño privado con secador de pelo y artículos de aseo gratuitos.

El hotel sirve un desayuno buffet diario en el comedor y los huéspedes pueden tomar bebidas en el bar de autoservicio, que tiene acceso directo a la terraza.

Además, a 10 minutos a pie hay una gran variedad de restaurantes.

El Chic & Basic Velvet está a solo 10 minutos a pie del centro de convenciones Fira, de la parada de autobús del aeropuerto y de Montjüic, que alberga el Museo Joan Miró y la Fuente Mágica."
Feelathome Casa Bertrand,"a 0,6 km del centro","Eixample, Barcelona",€ 685,"8,7",4 de 5,231 comentarios,https://www.booking.com/hotel/es/feelathome-casa-bertrand.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081073&all_sr_blocks=958815101_368452207_2_0_0&highlighted_blocks=958815101_368452207_2_0_0&matching_block_id=958815101_368452207_2_0_0&sr_pri_blocks=958815101_368452207_2_0_0__68525&from=searchresults#hotelTmpl,"Feelathome Casa Bertrand se encuentra en Barcelona, a 9 min a pie de Plaza Cataluña, y ofrece servicio de conserjería y wifi gratis en todo el alojamiento. Este alojamiento está muy cerca de lugares de interés como Estación de metro Passeig de Gràcia, Casa Batlló y Mercado de la Boquería. El alojamiento está a 7 min a pie de Paseo de Gracia y a 700 metros del centro de la ciudad.

En el hotel, todas las habitaciones incluyen escritorio. Todas las unidades del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas de las habitaciones disponen de balcón. En Feelathome Casa Bertrand, todas las habitaciones disponen de ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Palacio de la Música Catalana y Portal del Ángel. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
